pred_prob,pred_pos,pred_sev,true_label,true_pos,true_sev,pos_valid,material,demand,network,file_type,split
9.737958454867272e-30,0.00019957587937824428,8.525346755981445,0.0,0.5,0.0,0.0,DI,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
4.8987574145659545e-30,0.00196500844322145,6.5897111892700195,0.0,0.5,0.0,0.0,CI,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.8175243735313416,0.05862591788172722,1.0,0.5,0.04571749269962311,0.0,STEEL,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.3593101602807093e-28,0.9999563694000244,6.436774730682373,0.0,0.5,0.0,0.0,PVC,1.2000000476837158,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
3.142923872539315e-29,2.3023544599709567e-06,6.664198875427246,0.0,0.5,0.0,0.0,PVC,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.15847590565681458,0.33458802103996277,1.0,0.5,0.24581007659435272,0.0,DI,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.8970478177070618,0.3087635040283203,1.0,0.5,0.2711585462093353,0.0,DI,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
5.939014525749868e-31,4.705247693206904e-13,7.814725399017334,0.0,0.5,0.0,0.0,DI,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.5694563924438777e-30,7.362601197116736e-13,4.92667293548584,0.0,0.5,0.0,0.0,DI,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.9784401233944e-29,0.9951149225234985,8.112797737121582,0.0,0.5,0.0,0.0,PVC,1.2000000476837158,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
2.0291778449996203e-29,6.374577948831117e-11,5.041810035705566,0.0,0.5,0.0,0.0,DI,1.2000000476837158,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.7600530385971069,0.3353974521160126,1.0,0.9826360940933228,0.3728794455528259,1.0,PVC,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.6453732594674403e-29,0.9999954700469971,7.136764049530029,0.0,0.5,0.0,0.0,PVC,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.6812194095644098e-31,2.2668961152660927e-10,4.9051833152771,0.0,0.5,0.0,0.0,STEEL,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0297156577655136e-28,3.9847808608328705e-08,6.342516899108887,0.0,0.5,0.0,0.0,CI,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.4298798441886902,0.30200135707855225,1.0,0.4172918498516083,0.12082179635763168,1.0,STEEL,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
6.432007170411285e-29,1.3113451297064316e-11,6.397114276885986,0.0,0.5,0.0,0.0,CI,1.2000000476837158,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
7.307715840173873e-28,8.228228515205771e-11,5.519176006317139,0.0,0.5,0.0,0.0,CI,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.113608805031157e-28,1.0,10.595449447631836,0.0,0.5,0.0,0.0,DI,1.2000000476837158,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
4.004739004053715e-29,1.931523517517686e-13,3.8060834407806396,0.0,0.5,0.0,0.0,PVC,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
8.40274677137277e-31,2.2183576167269637e-17,6.572165489196777,0.0,0.5,0.0,0.0,DI,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.8501408100128174,0.29665085673332214,1.0,0.5,0.355849027633667,0.0,STEEL,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
4.329482040890751e-27,0.9763332009315491,6.288727760314941,0.0,0.5,0.0,0.0,DI,1.2000000476837158,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.5720397152529736e-29,1.0,8.384960174560547,0.0,0.5,0.0,0.0,PVC,1.2000000476837158,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.1501379758119583,0.32878997921943665,1.0,0.5,0.43065688014030457,0.0,PVC,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.9068118333816528,0.3335874676704407,1.0,0.9212772846221924,0.32038062810897827,1.0,DI,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
7.435395794657364e-31,1.595240188860189e-14,5.812743663787842,0.0,0.5,0.0,0.0,STEEL,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
5.550153941531751e-29,3.631792196756578e-06,6.959389686584473,0.0,0.5,0.0,0.0,STEEL,1.2000000476837158,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.6354849338531494,0.32597434520721436,1.0,0.9541741013526917,0.4554857015609741,1.0,DI,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
7.98402503833303e-29,0.9999890327453613,8.08059310913086,0.0,0.5,0.0,0.0,DI,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
5.9979834349577385e-31,2.101209200327316e-20,6.610842227935791,0.0,0.5,0.0,0.0,PVC,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.08090978860855103,0.2670396864414215,1.0,0.5,0.15804734826087952,0.0,STEEL,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.21327510476112366,0.3220905065536499,1.0,0.2147618532180786,0.26467961072921753,1.0,STEEL,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
8.649459525723352e-31,5.037692810648531e-13,10.68032455444336,0.0,0.5,0.0,0.0,CI,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.8716811537742615,0.1707451343536377,1.0,0.5,0.1649080067873001,0.0,STEEL,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.872541606426239,0.3159421384334564,1.0,0.9074476957321167,0.3445284068584442,1.0,PVC,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.5206190408338804e-29,0.00011170004290761426,6.589279651641846,0.0,0.5,0.0,0.0,CI,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.8118173480033875,0.09559895098209381,1.0,0.5,0.14735427498817444,0.0,CI,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.8995344042778015,0.06735160946846008,1.0,0.5,0.06512758135795593,0.0,DI,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.22566762566566467,0.34290337562561035,1.0,0.1959497332572937,0.22073186933994293,1.0,CI,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.624836266040802,0.3056579828262329,1.0,0.6023957133293152,0.32211196422576904,1.0,STEEL,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0314252365640388e-29,4.7815506180872786e-17,5.450797080993652,0.0,0.5,0.0,0.0,CI,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
